DISTRICT,DIVISION,LOCATION,SUB LOCATION
RARIEDA,RARIEDA,EAST ASEMBO,OMIA MWALO
RARIEDA,RARIEDA,WEST ASEMBO,MAHAYA
RARIEDA,RARIEDA,SOUTH UYOMA,NDIGWA
RARIEDA,RARIEDA,WEST UYOMA,NYABERA
RARIEDA,RARIEDA,EAST ASEMBO,OMIA MALO
RARIEDA,RARIEDA,SOUTH UYOMA,NAYA
RARIEDA,RARIEDA,WEST UYOMA,KAGWA
RARIEDA,RARIEDA,SOUTH ASEMBO,AKOM
RARIEDA,RARIEDA,SOUTH ASEMBO,NYAGOKO
RARIEDA,RARIEDA,WEST ASEMBO,SIGER
RARIEDA,RARIEDA,CENTRAL UYOMA,KOBONG'
RARIEDA,RARIEDA,CENTRAL ASEMBO,NORTH RAMBA
RARIEDA,RARIEDA,CENTRAL ASEMBO,SOUTH RAMBA
RARIEDA,RARIEDA,EAST UYOMA,RAGENG'NI
RARIEDA,RARIEDA,CENTRAL UYOMA,MASALA
RARIEDA,RARIEDA,EAST UYOMA,EAST KATWENGA
RARIEDA,RARIEDA,SOUTH UYOMA,LIETA
RARIEDA,RARIEDA,CENTRAL UYOMA,RACHAR
RARIEDA,RARIEDA,CENTRAL ASEMBO,MEMBA
RARIEDA,RARIEDA,EAST UYOMA,OCHIENG'A
RARIEDA,RARIEDA,EAST UYOMA,WEST KATWENGA
RARIEDA,RARIEDA,WEST UYOMA,KOKWIRI
RONGO,URIRI,SOUTH KANYAMKAGO,KAMSAKI
RONGO,URIRI,SOUTH KANYAMKAGO,BWARE
RONGO,AWENDO,NORTH SAKWA,KAKMASIA
RONGO,URIRI,EAST KANYAMKAGO,THIM JOPE
RONGO,URIRI,WEST KANYAMKAGO,KAJULU IB
RONGO,AWENDO,SOUTH SAKWA,ALEGO CENTRAL
RONGO,RONGO,WEST KAMAGAMBO,KANYAMAMBA
RONGO,URIRI,KAMGUNDHO,KAMGUNDHO I
RONGO,URIRI,WEST KANYAMKAGO,KAJULU II
RONGO,AWENDO,CENTRAL SAKWA,KOMBOK
RONGO,RONGO,WEST KAMAGAMBO,KANYIMACH
RONGO,RONGO,EAST KAMAGAMBO,KAMBIJA
RONGO,URIRI,EAST KANYAMKAGO,ARAMBE
RONGO,RONGO,CENTRAL KAMAGAMBO,KODERA BARA
RONGO,RONGO,SOUTH KAMAGAMBO,NORTH KANYAJUOK
RONGO,RONGO,EAST KAMAGAMBO,KANYADIETO
RONGO,AWENDO,NORTH SAKWA,KADERA LWALA
RONGO,AWENDO,NORTH SAKWA,KADERA KWOYO
RONGO,URIRI,NORTH KANYAMKAGO,KATIENO I
RONGO,URIRI,WEST KANYAMKAGO,KAJULU I
RONGO,AWENDO,CENTRAL SAKWA,KANYAGWALA
RONGO,URIRI,LOWER KANYAMKAGO,GOT URIRI
RONGO,RONGO,NORTH KAMAGAMBO,S. KAMWANGO
RONGO,URIRI,CENTRAL KANYAMKAGO,C. KAWERE RATENG
RONGO,RONGO,NORTH KAMAGAMBO,NORTH KAMWANGO
RONGO,AWENDO,WEST SAKWA,KAMRESI
RONGO,URIRI,NORTH KANYAMKAGO,KATIENO II
RONGO,AWENDO,WEST SAKWA,KANYAMGONY
RONGO,URIRI,CENTRAL KANYAMKAGO,E. KAWERE RATENG
RONGO,URIRI,LOWER KANYAMKAGO,LWALA
RONGO,URIRI,KAMGUNDHO,KAMGUNDHO II
RONGO,AWENDO,EAST SAKWA,WEST KOGELO
RONGO,URIRI,NORTH KANYAMKAGO,KOMENYA MASOGE
RONGO,RONGO,SOUTH KAMAGAMBO,SOUTH KANYAJUOK
RONGO,RONGO,WEST KAMAGAMBO,KANGESO
RONGO,RONGO,SOUTH KAMAGAMBO,KAMRERI
RONGO,URIRI,CENTRAL KANYAMKAGO,KAWERE II
RONGO,URIRI,CENTRAL KANYAMKAGO,W. KAWERE RATENG
RONGO,AWENDO,SOUTH SAKWA,WEST ALEGO
RONGO,AWENDO,SOUTH SAKWA,WAUNDHA
RONGO,AWENDO,SOUTH SAKWA,ALEGO EAST
RONGO,AWENDO,WEST SAKWA,RABONDO
RONGO,AWENDO,EAST SAKWA,EAST. KOGELO
RONGO,RONGO,CENTRAL KAMAGAMBO,KANYINGOMBE
RONGO,URIRI,CENTRAL KANYAMKAGO,NYAOBE
RONGO,RONGO,EAST KAMAGAMBO,KOLUOCH
RONGO,RONGO,CENTRAL KAMAGAMBO,KARABUOR
RONGO,AWENDO,EAST SAKWA,WAWARE
RONGO,AWENDO,EAST SAKWA,SOUTH KOGELO
RONGO,RONGO,EAST KAMAGAMBO,KONGOMA
RONGO,RONGO,NORTH KAMAGAMBO,KAMEJI
RONGO,RONGO,WEST KAMAGAMBO,KANYAWANGA
RONGO,RONGO,EAST KAMAGAMBO,KONGUNDI
RONGO,AWENDO,NORTH SAKWA,KANYASIREGA
RUIRU,JUJA,KALIMONI,KALIMONI
RUIRU,JUJA,MUGUTHA,MUGUTHA
RUIRU,RUIRU,GITHURAI,KIUU
RUIRU,JUJA,KOMO,WETEITHIE
RUIRU,RUIRU,KAHAWA SUKARI,KAHAWA SUKARI
RUIRU,RUIRU,GIKUMARI,GATONGORA
RUIRU,JUJA,JUJA,MILIMAINI
RUIRU,RUIRU,RUIRU,RUIRU
RUIRU,RUIRU,GITHURAI,MWIHOKO
RUIRU,RUIRU,RUIRU,GITOTHUA
RUIRU,JUJA,KOMO,KOMO
RUIRU,JUJA,JUJA,KIAORA
RUIRU,JUJA,THETA,THETA
RUIRU,RUIRU,GITHURAI,MWIKI
RUIRU,RUIRU,KAHAWA SUKARI,KAHAWA WENDANI
RUIRU,RUIRU,RUIRU,MUKUYU
SAMBURU CENTRAL,SAMBURU WEST,MARALAL TOWN,MARALAL TOWN
SAMBURU CENTRAL,SAMBURU WEST,MARALAL TOWN,NGARI
SAMBURU CENTRAL,SAMBURU WEST,SUGUTA MARMAR,SUKUTA MARMAR
SAMBURU CENTRAL,SAMBURU WEST,PORO,SIAMBU
SAMBURU CENTRAL,SAMBURU WEST,MARALAL TOWN,LPARTUK
SAMBURU CENTRAL,SAMBURU WEST,MARALAL TOWN,MILIMANI
SAMBURU CENTRAL,SAMBURU WEST,SIRATA OIROBI,LEMISIGIYO
SAMBURU CENTRAL,SAMBURU WEST,BAAWA,NAUNERI
SAMBURU CENTRAL,SAMBURU WEST,LOOSUK,TINGA
SAMBURU CENTRAL,SAMBURU WEST,LODOKEJEK,LODOKEJEK
SAMBURU CENTRAL,SAMBURU WEST,AMAIYA,LONGEWAN
SAMBURU CENTRAL,SAMBURU WEST,KIRIMON,KIRIMON
SAMBURU CENTRAL,SAMBURU WEST,KISIMA,MBARINGON
SAMBURU CENTRAL,SAMBURU WEST,SIRATA OIROBI,NGEJUMUNY
SAMBURU CENTRAL,SAMBURU WEST,SIRATA OIROBI,SIRATA OIROBI
SAMBURU CENTRAL,SAMBURU WEST,MARALAL TOWN,LEDERO
SAMBURU CENTRAL,SAMBURU WEST,SUGUTA MARMAR,LOLMOLOG
SAMBURU CENTRAL,SAMBURU WEST,PORO,SEKETET
SAMBURU CENTRAL,SAMBURU WEST,KISIMA,LONGATOLIA
SAMBURU CENTRAL,SAMBURU WEST,LODOKEJEK,NONKEEK
SAMBURU CENTRAL,SAMBURU WEST,KISIMA,LMISIGIYOI
SAMBURU CENTRAL,SAMBURU WEST,SUGUTA MARMAR,LOGORATE
SAMBURU CENTRAL,SAMBURU WEST,PORO,MUGUR
SAMBURU CENTRAL,SAMBURU WEST,LOOSUK,LOOSUK
SAMBURU CENTRAL,SAMBURU WEST,KIRIMON,GARMA
SAMBURU CENTRAL,SAMBURU WEST,AMAIYA,IMAIYA
SAMBURU CENTRAL,SAMBURU WEST,KIRIMON,MUGUR
SAMBURU CENTRAL,SAMBURU NORTH,OPIROI,OPIROI
SAMBURU CENTRAL,SAMBURU WEST,MARALAL TOWN,LKUROTO
SAMBURU CENTRAL,SAMBURU WEST,LOOSUK,MALASO
SAMBURU CENTRAL,SAMBURU WEST,LOOSUK,PURRA
SAMBURU CENTRAL,SAMBURU WEST,PORO,MALASO
SAMBURU CENTRAL,SAMBURU NORTH,BAAWA,LKILORITI
SAMBURU CENTRAL,SAMBURU NORTH,MARALAL TOWN,SHABAA
SAMBURU CENTRAL,SAMBURU NORTH,KAWOP,LONYANGATEN
SAMBURU EAST,SAMBURU EAST,WAMBA,MATAKWENI
SAMBURU EAST,SAMBURU EAST,WAMBA,WAMBA TOWNSHIP
SAMBURU EAST,SAMBURU EAST,NGARONI,NGARONI
SAMBURU EAST,SAMBURU EAST,KOITING,KOITING
SAMBURU EAST,SAMBURU EAST,NAIRIMIRIMO,SWARI
SAMBURU EAST,SAMBURU EAST,WASO WEST,LENGUSAKA
SAMBURU EAST,SAMBURU EAST,WASO WEST,OLPUS LELUAI
SAMBURU EAST,SAMBURU EAST,NGILAI WEST,NKOGOLTIM
SAMBURU EAST,SAMBURU EAST,NAIRIMIRIMO,LOROK ONYOKIE
SAMBURU EAST,SAMBURU EAST,NAIRIMIRIMO,RARAITI
SAMBURU EAST,SAMBURU EAST,NGILAI CENTRAL,NGILAI
SAMBURU EAST,SAMBURU EAST,LODUNGOKWE,SESIA
SAMBURU EAST,SAMBURU EAST,NGILAI WEST,LKISIN
SAMBURU EAST,SAMBURU EAST,NGARONI,RESIM
SAMBURU EAST,SAMBURU EAST,WASO WEST,NGUTUK ENG'IRON
SAMBURU EAST,SAMBURU EAST,KOITING,LPASHE
SAMBURU EAST,SAMBURU EAST,NAIRIMIRIMO,LMARIMAROI
SAMBURU EAST,SAMBURU EAST,WASO EAST,ARCHERS POST
SAMBURU EAST,SAMBURU EAST,WASO WEST,REMOT
SAMBURU EAST,SAMBURU EAST,ENKARE NAROK,ENKARE NAROK
SAMBURU EAST,SAMBURU EAST,DONYO WASIN,DONYO WASIN
SAMBURU EAST,SAMBURU EAST,NGARONI,SILANGA NANYUKIE
SAMBURU EAST,SAMBURU EAST,SEREOLIPI,SEREOLIPI
SAMBURU EAST,SAMBURU EAST,LODUNGOKWE,LPUS
SAMBURU EAST,SAMBURU EAST,WASO EAST,LARESORO
SAMBURU EAST,SAMBURU EAST,WASO EAST,LERATA
SAMBURU EAST,SAMBURU EAST,LODUNGOKWE,LENGEI
SAMBURU EAST,SAMBURU EAST,LODUNGOKWE,LTIRIMIN
SAMBURU NORTH,SAMBURU NORTH,BARAGOI,NALINGANGOR
SAMBURU NORTH,SAMBURU NORTH,BARAGOI,BARAGOI
SAMBURU NORTH,SAMBURU NORTH,MARTI,LOKORKOR
SAMBURU NORTH,SAMBURU NORTH,NACHOLA,NACHOLA
SAMBURU NORTH,SAMBURU NORTH,NACHOLA,TERTER
SAMBURU NORTH,SAMBURU NORTH,ELBARTA,NGILAI
SAMBURU NORTH,SAMBURU NORTH,MARTI,KALELE
SAMBURU NORTH,SAMBURU NORTH,ELBARTA,MASIKITA
SAMBURU NORTH,SAMBURU NORTH,KAWOP,LONYANGATEN
SAMBURU NORTH,SAMBURU NORTH,BARAGOI,BENDERA
SAMBURU NORTH,SAMBURU NORTH,TUUM,TUUM
SAMBURU NORTH,SAMBURU NORTH,BARSALOI,BARSALOI
SAMBURU NORTH,SAMBURU NORTH,OPIROI,OPIROI
SAMBURU NORTH,SAMBURU NORTH,NACHOLA,NAKUPARAT
SAMBURU NORTH,SAMBURU NORTH,PARKATI,LKAYO
SAMBURU NORTH,SAMBURU NORTH,KAWOP,NAKWEI
SAMBURU NORTH,SAMBURU NORTH,SOUTH HORR,SOUTH HORR
SAMBURU NORTH,SAMBURU NORTH,ANGATA NANYUKI,ANGATA NANYUKIE
SAMBURU NORTH,SAMBURU NORTH,BAAWA,BAAWA
SAMBURU NORTH,SAMBURU NORTH,NDOTO,LESIRIKAN
SAMBURU NORTH,SAMBURU NORTH,BAAWA,LKILORITI
SAMBURU NORTH,SAMBURU NORTH,SEREN,SEREN
SAMBURU NORTH,SAMBURU NORTH,BARSALOI,SOIT NAIBOR
SAMBURU NORTH,SAMBURU NORTH,WASO RONGAI,WASO RONGAI
SAMBURU NORTH,SAMBURU NORTH,ANGATA NANYUKI,MORIJO
SAMBURU NORTH,SAMBURU NORTH,LATAKWENY,LATAKWENY
SAMBURU NORTH,SAMBURU NORTH,WASO RONGAI,SIMALE
SAMBURU NORTH,SAMBURU NORTH,PARKATI,PARKATI
SAMBURU NORTH,SAMBURU NORTH,MARTI,MORU AKIRING
SAMBURU NORTH,SAMBURU NORTH,BARSALOI,LULU
SAMBURU NORTH,SAMBURU NORTH,LBUKOI,LBUKOI
SAMBURU NORTH,SAMBURU NORTH,LBUKOI,MORU
SAMBURU NORTH,SAMBURU NORTH,NDOTO,LOODUA
SAMBURU NORTH,SAMBURU NORTH,OPIROI,LOROKLOL MONGO
SAMBURU NORTH,SAMBURU NORTH,KAWOP,LOSURKOI
SAMBURU NORTH,SAMBURU NORTH,OPIROI,MABATI
SAMBURU NORTH,SAMBURU NORTH,SUYAN,MARTI
SAMBURU NORTH,SAMBURU NORTH,ARSIM,NGURUNIT
SAMBURU NORTH,SAMBURU NORTH,LATAKWENY,LOIKUMKUM
SAMBURU NORTH,SAMBURU NORTH,MARALAL TOWN,SHABAA
SAMIA,FUNYULA,NAMBOBOTO,BULOMA
SAMIA,FUNYULA,BWIRI,NAMUDURU
SAMIA,FUNYULA,NANGUBA,NANDEREMA
SAMIA,FUNYULA,NAMBUKU,LUGALA
SAMIA,FUNYULA,BWIRI,BUSEMBE
SAMIA,FUNYULA,NAMBUKU,SIBINGA
SAMIA,FUNYULA,NAMBOBOTO,LUANDA
SAMIA,FUNYULA,BWIRI,HAKATI
SAMIA,FUNYULA,NANGUBA,BUJWANGA
SAMIA,FUNYULA,NAMBOBOTO,NAMBOBOTO
SAMIA,FUNYULA,NAMBOBOTO,MUDOMA
SAMIA,FUNYULA,BWIRI,BUSIJO
SAMIA,FUNYULA,NAMBUKU,GANJALA
SAMIA,FUNYULA,ODIADO,BUDALANGA
SAMIA,FUNYULA,AGENGA,SIGALAME
SAMIA,FUNYULA,AGENGA,AGENGA
SAMIA,FUNYULA,ODIADO,WAKHUNGU
SAMIA,FUNYULA,ODIADO,ODIADO
SAMIA,FUNYULA,NANGUBA,RUMBIYE
SAMIA,FUNYULA,AGENGA,OJIBO
SAMIA,FUNYULA,NAMBUKU,MANGO
SAMIA,FUNYULA,NANGOSIA,LUCHULULO
SAMIA,FUNYULA,NANGOSIA,SIREKERESI
SAMIA,FUNYULA,NAMBOBOTO,NYAKHOBI
SAMIA,FUNYULA,NANGOSIA,BUKHULUNGU
SAMIA,FUNYULA,NAMBUKU,LUDACHO
SAMIA,FUNYULA,NANGOSIA,SIGULU
SAMIA,FUNYULA,AGENGA,BUKIRI
SAMIA,FUNYULA,ODIADO,KABWODO
SIAYA,GEM,SOUTH GEM,RERA
SIAYA,GEM,WEST GEM,DIENYA EAST
SIAYA,UGENYA,NORTH WEST UGENYA,NDENGA
SIAYA,GEM,NORTH GEM,NDERE
SIAYA,GEM,EAST GEM,LIHANDA
SIAYA,GEM,EAST GEM,RAMULA
SIAYA,GEM,NORTH WEST GEM,MALUNGA WEST
SIAYA,GEM,NORTH GEM,MALANGA
SIAYA,UGUNJA,SOUTH UGENYA,RANGALA
SIAYA,ALEGO USONGA,SOUTH EAST ALEGO,MUR_NGIYA
SIAYA,UGUNJA,EAST UHOLO,GOT OSIMBO
SIAYA,GEM,SOUTH GEM,NDORI
SIAYA,UGUNJA,SOUTH UGENYA,YIRO WEST
SIAYA,UGENYA,UKWALA,SIMUR
SIAYA,UGUNJA,SOUTH UGENYA,YIRO EAST
SIAYA,GEM,NORTH WEST GEM,ASAYI
SIAYA,ALEGO USONGA,SOUTH  ALEGO,BARDING
SIAYA,GEM,SOUTH GEM,ONYINYORE
SIAYA,GEM,NORTH EAST GEM,URIRI
SIAYA,GEM,NORTH WEST GEM,SIREMBE
SIAYA,UGENYA,NORTH EAST UGENYA,JERA
SIAYA,UGUNJA,WEST UHOLO,NORTH RAMBULA
SIAYA,UGENYA,UKWALA,YENGA
SIAYA,ALEGO USONGA,SOUTH EAST ALEGO,MASUMBI
SIAYA,UGENYA,NORTH WEST UGENYA,WEST KARADOLO
SIAYA,ALEGO USONGA,USONGA,NYADORERA 'B'
SIAYA,GEM,CENTRAL GEM,NYANDIWA
SIAYA,ALEGO USONGA,TOWNSHIP,MULAHA
SIAYA,UGENYA,UKWALA,SIMUR KONDIEK
SIAYA,UGENYA,NORTH UGENYA,SEGA
SIAYA,UGUNJA,EAST UHOLO,MADUNGU
SIAYA,ALEGO USONGA,SOUTH WEST ALEGO,KABURA UHUYI
SIAYA,GEM,YALA TOWNSHIP,BAR SAURI
SIAYA,GEM,CENTRAL GEM,SIRIWO
SIAYA,ALEGO USONGA,WEST ALEGO,KALKADA URADI
SIAYA,UGENYA,NORTH UGENYA,NYALENYA
SIAYA,ALEGO USONGA,NORTH ALEGO,NYALGUNGA
SIAYA,GEM,WEST GEM,DIENYA WEST
SIAYA,UGUNJA,WEST UHOLO,MAGOYA
SIAYA,UGENYA,WEST UGENYA,MASAT WEST
SIAYA,ALEGO USONGA,EAST ALEGO,OLWA
SIAYA,UGENYA,NORTH EAST UGENYA,SIHAY
SIAYA,UGUNJA,SOUTH UGENYA,SIMENYA
SIAYA,GEM,CENTRAL GEM,KAGILO
SIAYA,ALEGO USONGA,NORTH ALEGO,KOMOLO
SIAYA,ALEGO USONGA,SOUTH CENTRAL,OBAMBO
SIAYA,UGENYA,EAST UGENYA,KATHIENO 'C'
SIAYA,UGENYA,NORTH EAST UGENYA,ANYIKO
SIAYA,GEM,YALA TOWNSHIP,JINA
SIAYA,ALEGO USONGA,WEST ALEGO,KOMENYA KALAKA
SIAYA,GEM,NORTH GEM,LUNDHA
SIAYA,ALEGO USONGA,NORTH ALEGO,NYAMILA
SIAYA,UGUNJA,EAST UHOLO,MUNGAO
SIAYA,ALEGO USONGA,SOUTH WEST ALEGO,SIGOMA URANGA
SIAYA,UGUNJA,CENTRAL UGENYA,NGUNYA
SIAYA,ALEGO USONGA,TOWNSHIP,NYANDIWA
SIAYA,UGENYA,NORTH EAST UGENYA,NYAMSENDA
SIAYA,UGENYA,EAST UGENYA,KATHIENO 'B'
SIAYA,UGENYA,NORTH EAST UGENYA,LIGEGA
SIAYA,UGENYA,UKWALA,SIMUR EAST
SIAYA,ALEGO USONGA,SOUTH EAST ALEGO,NYANGOMA
SIAYA,ALEGO USONGA,WEST ALEGO,KOMENYA KOWALA
SIAYA,ALEGO USONGA,NORTH ALEGO,HONO
SIAYA,UGUNJA,CENTRAL UGENYA,UMALA
SIAYA,GEM,SOUTH WEST GEM,KANYADET
SIAYA,UGENYA,WEST UGENYA,MASAT EAST
SIAYA,GEM,SOUTH GEM,KAMBARE
SIAYA,GEM,SOUTH WEST GEM,KAUDHA WEST
SIAYA,UGENYA,NORTH EAST UGENYA,RAMUNDE
SIAYA,ALEGO USONGA,SOUTH  ALEGO,PAP ORIANG
SIAYA,GEM,NORTH GEM,MALIERA
SIAYA,GEM,SOUTH GEM,GOMBE
SIAYA,ALEGO USONGA,SOUTH  ALEGO,BAR OSIMBO
SIAYA,UGUNJA,EAST UHOLO,SIGOMRE
SIAYA,ALEGO USONGA,SOUTH WEST ALEGO,KAUGAGI UDENDA
SIAYA,UGUNJA,NORTH UHOLO,TINGARE WEST
SIAYA,UGUNJA,CENTRAL UGENYA,AMBIRA
SIAYA,GEM,NORTH EAST GEM,ULAMBA
SIAYA,UGENYA,NORTH EAST UGENYA,LIGALA NORTH
SIAYA,GEM,YALA TOWNSHIP,MARENYO
SIAYA,UGUNJA,WEST UHOLO,UGUNJA
SIAYA,ALEGO USONGA,SOUTH EAST ALEGO,BAR-AGULU
SIAYA,ALEGO USONGA,SOUTH  ALEGO,RANDOGO
SIAYA,ALEGO USONGA,CENTRAL ALEGO,KOYEYO
SIAYA,GEM,NORTH GEM,NYABEDA
SIAYA,ALEGO USONGA,EAST ALEGO,UMALA
SIAYA,ALEGO USONGA,SOUTH CENTRAL,KANDENGE
SIAYA,ALEGO USONGA,SOUTH  ALEGO,NYAJUOK
SIAYA,ALEGO USONGA,USONGA,NYADORERA 'A'
SIAYA,ALEGO USONGA,SOUTH  ALEGO,MUR_MALANGA
SIAYA,UGENYA,WEST UGENYA,SIFUYO WEST
SIAYA,GEM,NORTH GEM,GOT REGEA
SIAYA,UGUNJA,SOUTH UGENYA,UHUYI
SIAYA,UGENYA,EAST UGENYA,KATHIENO 'A'
SIAYA,ALEGO USONGA,CENTRAL ALEGO,OJWADO 'B'
SIAYA,GEM,CENTRAL GEM,GONGO
SIAYA,GEM,YALA TOWNSHIP,NYAMNINIA
SIAYA,ALEGO USONGA,CENTRAL ALEGO,OJWANDO 'A'
SIAYA,UGUNJA,NORTH UHOLO,WEST ASANGO
SIAYA,GEM,CENTRAL GEM,NYAWARA
SIAYA,UGENYA,UKWALA,DOHO WEST
SIAYA,ALEGO USONGA,CENTRAL ALEGO,KUKUMU_KOMBEWA
SIAYA,ALEGO USONGA,CENTRAL ALEGO,KOCHIENG 'A'
SIAYA,ALEGO USONGA,WEST ALEGO,MAHOLA_ULAWE
SIAYA,UGUNJA,NORTH UHOLO,TINGARE EAST
SIAYA,GEM,NORTH WEST GEM,MALUNGA CENTRAL
SIAYA,GEM,NORTH EAST GEM,WAGAI EAST
SIAYA,GEM,WEST GEM,NGUGE
SIAYA,UGENYA,UKWALA,SIRANGA
SIAYA,UGENYA,WEST UGENYA,SIFUYO EAST
SIAYA,GEM,YALA TOWNSHIP,ANYIKO
SIAYA,ALEGO USONGA,TOWNSHIP,KARAPUL
SIAYA,ALEGO USONGA,SOUTH  ALEGO,BAR OLENGO
SIAYA,ALEGO USONGA,CENTRAL ALEGO,KOCHIENG 'B'
SIAYA,GEM,NORTH EAST GEM,WAGAI WEST
SIAYA,ALEGO USONGA,WEST ALEGO,KODIERE
SIAYA,GEM,SOUTH WEST GEM,KAUDHA EAST
SIAYA,UGENYA,NORTH UGENYA,KAGONYA
SIAYA,UGENYA,NORTH UGENYA,UYUNDO
SIAYA,ALEGO USONGA,EAST ALEGO,ULAFU
SIAYA,ALEGO USONGA,USONGA,SUMBA
SIAYA,UGENYA,NORTH WEST UGENYA,KARADOLO EAST
SIAYA,ALEGO USONGA,SOUTH WEST ALEGO,KAUGAGI HAWINGA
SIAYA,GEM,NORTH WEST GEM,MALUNGA EAST
SIAYA,UGUNJA,NORTH UHOLO,EAST ASANGO
SIAYA,UGENYA,UKWALA,DOHO EAST
SIAYA,ALEGO USONGA,SOUTH WEST ALEGO,GANGU
SIAYA,UGUNJA,WEST UHOLO,SOUTH RAMBULA
SIAYA,UGUNJA,SOUTH UGENYA,RUWE
SIAYA,GEM,EAST GEM,URANGA
SOTIK,SOTIK,GELEGELE,KOIYET
SOTIK,SOTIK,KIPTULWA,KINYELWET
SOTIK,SOTIK,MANARET,CHEBILAT
SOTIK,SOTIK,ABOSI,ABOSI
SOTIK,SOTIK,KAPLONG,KAPCHEPKORO
SOTIK,SOTIK,CHEMAGEL,SOTIK
SOTIK,SOTIK,KIMAWIT,KERONJO
SOTIK,SOTIK,KAMUNGEI,KAMUNGEI
SOTIK,SOTIK,KAMUNGEI,KAPKOITIM
SOTIK,SOTIK,KAPLONG,KAPLONG
SOTIK,SOTIK,CHEBIRBELEK,SIROIN
SOTIK,SOTIK,TEMBWO,BURGEI
SOTIK,SOTIK,KAPLETUNDO,BALEK
SOTIK,SOTIK,YAGANEK,YAGANEK
SOTIK,SOTIK,KIPTULWA,KIPSONOI
SOTIK,SOTIK,KAPKELEI,KAPKELEI
SOTIK,SOTIK,NDANAI,CHEPKEIGEI
SOTIK,SOTIK,CHEMAGEL,KIPAJIT
SOTIK,SOTIK,KIMOLWET,KIMOLWET
SOTIK,SOTIK,ABOSI,KAPCHUMBE
SOTIK,SOTIK,NDANAI,KIPSINGEI
SOTIK,SOTIK,KIPTULWA,CHEBOLE
SOTIK,SOTIK,NDANAI,CHEPLELWA
SOTIK,SOTIK,KIMAWIT,KIMAWIT
SOTIK,SOTIK,CHEBIRBELEK,CHEBIRBELEK
SOTIK,SOTIK,NDANAI,NDANAI
SOTIK,SOTIK,KIPTULWA,KAPKURES
SOTIK,SOTIK,KAPKELEI,SIGORIAN
SOTIK,SOTIK,GELEGELE,GELEGELE
SOTIK,SOTIK,KAMUNGEI,KENENE
SOTIK,SOTIK,TEMBWO,TEMBWO
SOTIK,SOTIK,MANARET,MABWATTA
SOTIK,SOTIK,KAPKELEI,MOTIRET
SOTIK,SOTIK,KAPKELEI,OLDEBESI
SOTIK,SOTIK,ABOSI,KAPLOMBOI
SOTIK,SOTIK,GELEGELE,KIPSIMBOL
SOTIK,SOTIK,RONGENA,KIPNGOSOS
SOTIK,SOTIK,CHEMAGEL,CHEBONGI
SOTIK,SOTIK,MANARET,MANARET
SOTIK,SOTIK,KIMOLWET,KAPKESEMBE
SOTIK,SOTIK,RONGENA,RONGENA
SOTIK,SOTIK,YAGANEK,EMITYOT
SOTIK,SOTIK,KAPLETUNDO,CHESILYOT
SOTIK,SOTIK,CHEBILAT,TOGOMIN
SOTIK,SOTIK,MANARET,MONIRE
SOTIK,SOTIK,CHEBILAT,CHEBILAT
SOTIK,BOMET CENTRAL,TOWNSHIP,CHEPNGAINA
SOTIK,BOMET CENTRAL,KANUSIN,KAPSANGARU
SUBA,SUBA SOUTH,GWASSI EAST,KIBWER
SUBA,SUBA NORTH,LAMBWE EAST,RURI WEST
SUBA,SUBA NORTH,GEMBE WEST,MBITA TOWNSHIP
SUBA,SUBA NORTH,LAMBWE EAST,RURI EAST
SUBA,SUBA SOUTH,GWASSI WEST,TONGA
SUBA,SUBA NORTH,RUSINGA WEST,KASWANGA
SUBA,SUBA SOUTH,GWASSI CENTRAL,NYANCHA
SUBA,SUBA NORTH,RUSINGA WEST,WANYAMA
SUBA,SUBA NORTH,RUSINGA EAST,WAWARE NORTH
SUBA,SUBA SOUTH,KAKSINGRI WEST,RANGWA EAST
SUBA,SUBA NORTH,MFANGANO SOUTH,WAKULA SOUTH
SUBA,SUBA SOUTH,GWASSI SOUTH,LWALA
SUBA,SUBA NORTH,GEMBE WEST,KASGUNGA CENTRAL
SUBA,SUBA NORTH,GEMBE WEST,KASGUNGA EAST
SUBA,SUBA NORTH,MFANGANO EAST,WAKINGA
SUBA,SUBA SOUTH,KAKSINGRI EAST,SUBA WEST
SUBA,SUBA NORTH,LAMBWE EAST,NYAMAJI WEST
SUBA,SUBA SOUTH,KAKSINGRI WEST,NYAMRISRA
SUBA,SUBA NORTH,RUSINGA EAST,WAWARE SOUTH
SUBA,SUBA NORTH,RUSINGA WEST,KAMASENGRE WEST
SUBA,SUBA SOUTH,GWASSI WEST,NYANDIWA
SUBA,SUBA NORTH,MFANGANO NORTH,WAWARE
SUBA,SUBA NORTH,LAMBWE WEST,GOD JOPE
SUBA,SUBA NORTH,LAMBWE EAST,NYAMAJI EAST
SUBA,SUBA SOUTH,KAKSINGRI EAST,SUBA EAST
SUBA,SUBA SOUTH,GWASSI EAST,SEKA
SUBA,SUBA SOUTH,GWASSI NORTH,KISAKU
SUBA,SUBA NORTH,GEMBE EAST,WAONDO
SUBA,SUBA SOUTH,GWASSI CENTRAL,KAIBUYA
SUBA,SUBA NORTH,MFANGANO WEST,WAKULA NORTH
SUBA,SUBA SOUTH,KAKSINGRI CENT,SINDO
SUBA,SUBA SOUTH,GWASSI SOUTH,OWICH
SUBA,SUBA NORTH,GEMBE CENTRAL,KAMRERI EAST
SUBA,SUBA SOUTH,RUMA,NYATOTO
SUBA,SUBA NORTH,LAMBWE WEST,OGONGO
